Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,2019-05-09,Kolkata,Banglore,09:50:00,21:05:00,675.0,1,No Info,7452
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,19:45:00,1475.0,2,In-flight meal not included,8882
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995.0,1,No Info,12242
Air Asia,2019-06-18,Kolkata,Banglore,09:45:00,12:15:00,150.0,0,No Info,3807
IndiGo,2019-03-18,Chennai,Kolkata,13:20:00,15:35:00,135.0,0,No Info,3858
Vistara,2019-05-09,Banglore,Delhi,09:45:00,12:35:00,170.0,0,No Info,4668
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,19:50:00,685.0,1,No Info,14571
SpiceJet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No Info,4174
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,01:30:00,690.0,1,No Info,13377
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,23:35:00,425.0,1,No Info,14781
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,520.0,1,No Info,15554
IndiGo,2019-06-03,Delhi,Cochin,17:10:00,01:30:00,500.0,1,No Info,6104
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775.0,1,In-flight meal not included,14053
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440.0,2,No Info,18804
Air Asia,2019-04-27,Delhi,Cochin,20:45:00,07:10:00,625.0,1,No Info,6451
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,425.0,2,No Info,14441
SpiceJet,2019-04-27,Kolkata,Banglore,22:20:00,00:40:00,140.0,0,No Info,3873
Multiple Carriers,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660.0,1,No Info,12192
Air India,2019-03-06,Mumbai,Hyderabad,09:40:00,23:45:00,845.0,2,No Info,22619
SpiceJet,2019-06-18,Banglore,Delhi,05:55:00,08:35:00,160.0,0,No check-in baggage included,3573
Air India,2019-03-21,Delhi,Cochin,21:00:00,07:40:00,640.0,1,No Info,6902
IndiGo,2019-04-01,Kolkata,Banglore,09:35:00,12:20:00,165.0,0,No Info,4174
Jet Airways,2019-05-09,Kolkata,Banglore,09:35:00,10:55:00,1520.0,1,In-flight meal not included,8066
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1475.0,1,In-flight meal not included,14053
Air Asia,2019-03-09,Banglore,New Delhi,05:50:00,08:40:00,170.0,0,No Info,4284
Jet Airways,2019-06-03,Delhi,Cochin,02:15:00,19:00:00,1005.0,1,In-flight meal not included,10262
Jet Airways,2019-05-09,Banglore,Delhi,18:55:00,22:00:00,185.0,0,In-flight meal not included,3702
Air Asia,2019-05-01,Kolkata,Banglore,22:50:00,01:20:00,150.0,0,No Info,4409
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,13:20:00,375.0,1,No Info,12537
Jet Airways,2019-03-21,Delhi,Cochin,18:15:00,18:50:00,1475.0,1,No Info,12557
Air India,2019-03-21,Banglore,New Delhi,11:50:00,08:55:00,1265.0,1,No Info,5092
Air India,2019-03-03,Banglore,New Delhi,06:45:00,11:10:00,1705.0,2,No Info,12599
Multiple Carriers,2019-06-09,Delhi,Cochin,09:15:00,19:00:00,585.0,1,No Info,11622
Jet Airways,2019-03-18,Banglore,New Delhi,08:55:00,16:10:00,435.0,1,No Info,12284
Air India,2019-04-03,Kolkata,Banglore,19:00:00,11:05:00,965.0,1,No Info,4227
Jet Airways,2019-06-12,Banglore,Delhi,11:10:00,14:05:00,175.0,0,In-flight meal not included,5769
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,04:25:00,1375.0,2,No Info,13292
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,10:05:00,1210.0,1,In-flight meal not included,11134
Air Asia,2019-03-12,Kolkata,Banglore,19:35:00,22:05:00,150.0,0,No Info,4384
Air Asia,2019-03-27,Kolkata,Banglore,19:35:00,22:05:00,150.0,0,No Info,3782
Jet Airways,2019-05-18,Delhi,Cochin,19:15:00,04:25:00,550.0,1,In-flight meal not included,12373
IndiGo,2019-06-01,Delhi,Cochin,09:15:00,01:30:00,975.0,1,No Info,7048
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,10:05:00,845.0,1,In-flight meal not included,8586
Multiple Carriers,2019-06-27,Delhi,Cochin,08:45:00,19:00:00,615.0,1,No Info,11789
IndiGo,2019-05-15,Mumbai,Hyderabad,02:35:00,04:05:00,90.0,0,No Info,2754
GoAir,2019-05-27,Delhi,Cochin,07:25:00,13:35:00,370.0,1,No Info,6841
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25:00,875.0,2,No Info,10991
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,20:45:00,400.0,1,In-flight meal not included,10844
Air India,2019-05-15,Kolkata,Banglore,16:45:00,08:55:00,970.0,2,No Info,14960
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330.0,1,In-flight meal not included,10262
Air India,2019-03-03,Delhi,Cochin,09:45:00,23:00:00,795.0,1,No Info,27282
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,19:15:00,730.0,1,No Info,14533
Jet Airways,2019-05-24,Kolkata,Banglore,10:20:00,17:35:00,435.0,1,No Info,8781
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,16:20:00,1150.0,1,No Info,13584
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,04:25:00,450.0,1,In-flight meal not included,12898
Air India,2019-06-15,Delhi,Cochin,09:45:00,09:25:00,1420.0,2,No Info,10975
Multiple Carriers,2019-03-27,Delhi,Cochin,13:00:00,21:00:00,480.0,1,No Info,6883
Air India,2019-03-03,Delhi,Cochin,06:10:00,23:00:00,1010.0,1,No Info,13002
IndiGo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705.0,1,No Info,6838
Multiple Carriers,2019-06-01,Delhi,Cochin,15:05:00,01:30:00,625.0,2,No Info,18275
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665.0,1,In-flight meal not included,7757
SpiceJet,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No Info,3597
IndiGo,2019-05-01,Banglore,Delhi,06:05:00,08:50:00,165.0,0,No Info,4423
IndiGo,2019-06-09,Delhi,Cochin,15:00:00,01:30:00,630.0,1,No Info,6316
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,10:25:00,690.0,1,No Info,13817
IndiGo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,480.0,1,No Info,6528
Multiple Carriers,2019-06-12,Delhi,Cochin,07:05:00,19:15:00,730.0,1,In-flight meal not included,11667
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275.0,2,No Info,11228
Jet Airways,2019-05-09,Banglore,Delhi,11:10:00,14:05:00,175.0,0,No Info,7229
Jet Airways,2019-05-24,Kolkata,Banglore,06:30:00,09:20:00,1610.0,1,No Info,14178
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,19:50:00,685.0,1,In-flight meal not included,7064
SpiceJet,2019-06-03,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No Info,3873
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,21:00:00,735.0,1,No Info,7740
Multiple Carriers,2019-03-09,Delhi,Cochin,07:00:00,19:45:00,765.0,1,No Info,15237
Jet Airways,2019-03-09,Banglore,New Delhi,08:00:00,09:30:00,1530.0,1,In-flight meal not included,11087
IndiGo,2019-05-21,Mumbai,Hyderabad,02:35:00,04:05:00,90.0,0,No Info,2754
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,19:50:00,1640.0,1,In-flight meal not included,10844
IndiGo,2019-06-18,Kolkata,Banglore,14:25:00,16:55:00,150.0,0,No Info,4804
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,19:50:00,800.0,1,No Info,14781
Multiple Carriers,2019-06-27,Delhi,Cochin,07:05:00,21:00:00,835.0,1,No Info,13587
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,15:30:00,390.0,1,No Info,15078
Multiple Carriers,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485.0,1,No Info,11622
IndiGo,2019-03-03,Delhi,Cochin,18:35:00,01:35:00,420.0,1,No Info,14871
IndiGo,2019-06-03,Delhi,Cochin,23:30:00,04:35:00,305.0,1,No Info,11378
IndiGo,2019-06-01,Delhi,Cochin,06:50:00,12:10:00,320.0,1,No Info,5298
Jet Airways,2019-06-12,Kolkata,Banglore,09:35:00,09:45:00,1450.0,1,No Info,12692
GoAir,2019-04-21,Delhi,Cochin,07:00:00,12:55:00,355.0,1,No Info,6591
Vistara,2019-04-01,Delhi,Cochin,14:40:00,17:50:00,190.0,0,No Info,4851
Multiple Carriers,2019-06-24,Delhi,Cochin,09:00:00,19:00:00,600.0,1,No Info,12927
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500.0,1,No Info,11467
IndiGo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,710.0,1,No Info,8285
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730.0,1,In-flight meal not included,10703
IndiGo,2019-05-27,Banglore,Delhi,18:25:00,21:20:00,175.0,0,No Info,4823
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325.0,1,In-flight meal not included,12373
IndiGo,2019-03-27,Kolkata,Banglore,15:20:00,17:55:00,155.0,0,No Info,5198
GoAir,2019-05-01,Banglore,Delhi,07:45:00,10:40:00,175.0,0,No Info,3898
GoAir,2019-05-12,Kolkata,Banglore,16:40:00,00:15:00,455.0,1,No Info,8855
Multiple Carriers,2019-06-09,Delhi,Cochin,10:35:00,19:00:00,505.0,1,No Info,11098
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20:00,590.0,1,In-flight meal not included,10844
Air Asia,2019-05-27,Banglore,Delhi,11:10:00,13:55:00,165.0,0,No Info,3383
Air India,2019-03-27,Delhi,Cochin,07:05:00,09:25:00,1580.0,2,No Info,6565
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,22:40:00,930.0,1,No Info,8452
IndiGo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,895.0,1,No Info,6270
GoAir,2019-04-03,Banglore,Delhi,07:45:00,10:40:00,175.0,0,No Info,4239
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,22:05:00,750.0,1,In-flight meal not included,10703
Multiple Carriers,2019-03-03,Delhi,Cochin,10:45:00,18:50:00,485.0,1,No Info,15135
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180.0,0,No Info,7229
IndiGo,2019-06-06,Kolkata,Banglore,15:15:00,17:45:00,150.0,0,No Info,4804
Air India,2019-05-06,Kolkata,Banglore,05:50:00,13:15:00,445.0,2,No Info,7662
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,12:00:00,1025.0,1,In-flight meal not included,7064
Air India,2019-06-12,Kolkata,Banglore,20:30:00,13:45:00,1035.0,2,No Info,12224
Multiple Carriers,2019-06-15,Delhi,Cochin,07:30:00,19:15:00,705.0,1,No Info,8614
Air India,2019-06-27,Delhi,Cochin,09:45:00,09:25:00,1420.0,1,No Info,7480
Multiple Carriers,2019-06-12,Delhi,Cochin,07:10:00,22:30:00,920.0,1,No Info,6513
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1545.0,1,In-flight meal not included,8586
Vistara,2019-04-06,Banglore,Delhi,17:00:00,19:35:00,155.0,0,No Info,5613
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25:00,1375.0,2,No Info,12647
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,505.0,2,In-flight meal not included,12410
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,12:35:00,620.0,1,In-flight meal not included,10262
IndiGo,2019-05-18,Delhi,Cochin,23:30:00,04:35:00,305.0,1,No Info,10958
Air India,2019-06-12,Kolkata,Banglore,10:00:00,05:25:00,1165.0,2,No Info,13532
IndiGo,2019-05-12,Delhi,Cochin,21:05:00,00:20:00,195.0,0,No Info,8626
IndiGo,2019-06-21,Banglore,Delhi,06:05:00,08:50:00,165.0,0,No Info,3943
Air India,2019-06-03,Delhi,Cochin,20:40:00,09:25:00,765.0,1,No Info,7480
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,04:25:00,1105.0,1,In-flight meal not included,10262
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,18:50:00,1525.0,1,No Info,16289
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,No Info,14714
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,16:20:00,1285.0,1,In-flight meal not included,10844
IndiGo,2019-03-09,Delhi,Cochin,05:35:00,08:50:00,195.0,0,No Info,6885
Air India,2019-03-01,Mumbai,Hyderabad,15:00:00,16:25:00,85.0,0,No Info,6092
Air India,2019-05-01,Kolkata,Banglore,10:00:00,16:15:00,375.0,1,No Info,10203
Jet Airways,2019-06-24,Delhi,Cochin,06:45:00,04:25:00,1300.0,2,No Info,13376
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730.0,1,In-flight meal not included,10539
SpiceJet,2019-03-21,Delhi,Cochin,06:10:00,11:20:00,310.0,1,No Info,6065
Air Asia,2019-06-12,Banglore,Delhi,23:55:00,02:45:00,170.0,0,No Info,3383
IndiGo,2019-04-09,Banglore,Delhi,21:15:00,00:15:00,180.0,0,No Info,3943
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375.0,2,In-flight meal not included,10368
Jet Airways,2019-03-06,Delhi,Cochin,05:25:00,04:25:00,1380.0,2,In-flight meal not included,16389
Jet Airways,2019-05-12,Banglore,Delhi,07:10:00,10:10:00,180.0,0,No Info,7229
Air India,2019-06-01,Delhi,Cochin,09:00:00,19:15:00,615.0,1,No Info,10454
Jet Airways,2019-06-03,Delhi,Cochin,15:00:00,19:00:00,1680.0,1,In-flight meal not included,10262
Multiple Carriers,2019-03-27,Delhi,Cochin,18:15:00,01:35:00,440.0,1,No Info,12327
Jet Airways,2019-06-12,Delhi,Cochin,19:45:00,04:25:00,520.0,1,In-flight meal not included,10262
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,19:00:00,910.0,1,No Info,10197
Air India,2019-05-15,Kolkata,Banglore,16:50:00,13:45:00,1255.0,2,No Info,15532
Jet Airways,2019-04-24,Banglore,Delhi,11:10:00,14:05:00,175.0,0,In-flight meal not included,4544
Vistara,2019-06-18,Banglore,Delhi,09:45:00,12:35:00,170.0,0,No Info,4668
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,14:25:00,1285.0,1,No Info,12121
IndiGo,2019-05-18,Delhi,Cochin,04:55:00,21:00:00,965.0,1,No Info,6758
Multiple Carriers,2019-06-15,Delhi,Cochin,18:00:00,01:30:00,450.0,1,No Info,7408
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530.0,1,In-flight meal not included,12373
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00:00,1325.0,1,No Info,14231
Air India,2019-05-21,Delhi,Cochin,09:00:00,19:15:00,615.0,1,No Info,8372
GoAir,2019-04-03,Banglore,Delhi,20:55:00,23:40:00,165.0,0,No Info,4239
Air India,2019-05-06,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,5510
Multiple Carriers,2019-05-06,Delhi,Cochin,10:20:00,19:00:00,520.0,1,No Info,9794
Air India,2019-03-06,Delhi,Cochin,13:05:00,09:25:00,1220.0,2,No Info,12865
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,09:45:00,1005.0,1,No Info,12121
SpiceJet,2019-05-01,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No check-in baggage included,3543
SpiceJet,2019-05-15,Banglore,Delhi,09:30:00,12:20:00,170.0,0,No Info,4423
SpiceJet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90.0,0,No Info,2017
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,18:15:00,705.0,1,No Info,14781
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420.0,2,No Info,9483
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,09:20:00,1495.0,1,In-flight meal not included,9663
Air India,2019-06-03,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,5510
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,16:20:00,590.0,1,No Info,14571
Air India,2019-06-24,Delhi,Cochin,12:55:00,19:15:00,1820.0,2,No Info,12436
IndiGo,2019-05-03,Kolkata,Banglore,15:30:00,18:05:00,155.0,0,No Info,4804
Air India,2019-03-09,Banglore,New Delhi,06:50:00,08:50:00,1560.0,1,No Info,5626
Air India,2019-03-18,Banglore,New Delhi,13:50:00,18:40:00,1730.0,1,No Info,11161
Air India,2019-03-12,Banglore,New Delhi,11:50:00,19:50:00,480.0,1,No Info,11707
IndiGo,2019-05-18,Delhi,Cochin,16:10:00,22:30:00,380.0,1,No Info,7640
IndiGo,2019-05-01,Banglore,Delhi,23:30:00,02:20:00,170.0,0,No Info,4591
IndiGo,2019-03-24,Banglore,New Delhi,22:20:00,01:10:00,170.0,0,No Info,3897
Air India,2019-05-06,Kolkata,Banglore,09:50:00,08:55:00,1385.0,2,No Info,13227
IndiGo,2019-03-21,Delhi,Cochin,07:45:00,13:40:00,355.0,1,No Info,6101
IndiGo,2019-06-12,Mumbai,Hyderabad,09:10:00,10:40:00,90.0,0,No Info,4049
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2820.0,2,No Info,20064
SpiceJet,2019-06-01,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No check-in baggage included,3543
Multiple Carriers,2019-05-27,Delhi,Cochin,13:15:00,22:30:00,555.0,1,No Info,9646
IndiGo,2019-04-01,Mumbai,Hyderabad,19:05:00,20:35:00,90.0,0,No Info,2754
Multiple Carriers,2019-06-01,Delhi,Cochin,03:50:00,12:35:00,525.0,1,No Info,12192
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,12:35:00,810.0,2,No Info,12819
Air India,2019-03-01,Banglore,New Delhi,08:50:00,11:10:00,1580.0,2,No Info,19372
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,23:35:00,570.0,1,In-flight meal not included,10844
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,05:05:00,1210.0,1,No Info,16736
Vistara,2019-04-18,Delhi,Cochin,06:00:00,09:10:00,190.0,0,No Info,6741
Air India,2019-05-27,Banglore,Delhi,13:20:00,16:10:00,170.0,0,No Info,5228
SpiceJet,2019-05-15,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No check-in baggage included,3543
IndiGo,2019-04-06,Kolkata,Banglore,04:40:00,07:15:00,155.0,0,No Info,4174
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,945.0,1,In-flight meal not included,8586
Jet Airways,2019-06-24,Delhi,Cochin,09:40:00,04:25:00,1125.0,2,In-flight meal not included,10368
Jet Airways,2019-05-01,Banglore,Delhi,11:10:00,14:05:00,175.0,0,No Info,7229
SpiceJet,2019-06-06,Kolkata,Banglore,15:05:00,20:20:00,315.0,1,No Info,4649
Jet Airways,2019-05-01,Kolkata,Banglore,20:00:00,09:20:00,800.0,1,No Info,14388
IndiGo,2019-05-24,Chennai,Kolkata,22:05:00,00:25:00,140.0,0,No Info,5277
IndiGo,2019-04-12,Kolkata,Banglore,04:40:00,07:15:00,155.0,0,No Info,4174
IndiGo,2019-03-27,Delhi,Cochin,20:30:00,01:35:00,305.0,1,No Info,5073
Jet Airways,2019-06-09,Banglore,Delhi,17:45:00,20:45:00,180.0,0,In-flight meal not included,7229
Vistara,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No Info,11982
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720.0,1,No Info,13587
Jet Airways,2019-04-12,Banglore,Delhi,17:45:00,20:45:00,180.0,0,No Info,7229
Multiple Carriers,2019-06-15,Delhi,Cochin,13:15:00,22:30:00,555.0,1,No Info,8018
SpiceJet,2019-06-18,Mumbai,Hyderabad,05:45:00,07:15:00,90.0,0,No Info,2753
Air India,2019-05-21,Kolkata,Banglore,09:25:00,07:55:00,1350.0,1,No Info,8891
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,21:00:00,810.0,1,No Info,7740
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,750.0,1,No Info,7198
SpiceJet,2019-06-03,Chennai,Kolkata,09:45:00,12:00:00,135.0,0,No check-in baggage included,3859
Air India,2019-03-24,Mumbai,Hyderabad,15:00:00,16:25:00,85.0,0,No Info,2050
Air India,2019-04-06,Delhi,Cochin,06:05:00,09:25:00,1640.0,1,No Info,4487
Air Asia,2019-05-06,Banglore,Delhi,04:55:00,07:45:00,170.0,0,No Info,4282
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,22:05:00,750.0,1,In-flight meal not included,12384
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,18:50:00,700.0,1,No Info,9345
IndiGo,2019-05-21,Kolkata,Banglore,15:15:00,20:05:00,290.0,1,No Info,5170
Air India,2019-06-15,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,5510
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465.0,1,In-flight meal not included,9254
IndiGo,2019-06-27,Delhi,Cochin,05:05:00,16:10:00,665.0,1,No Info,6442
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330.0,1,No Info,16079
IndiGo,2019-03-12,Mumbai,Hyderabad,06:20:00,07:45:00,85.0,0,No Info,4049
Multiple Carriers,2019-06-06,Delhi,Cochin,11:30:00,01:30:00,840.0,1,No Info,13377
Multiple Carriers,2019-03-09,Delhi,Cochin,17:25:00,01:35:00,490.0,1,In-flight meal not included,12616
IndiGo,2019-03-21,Delhi,Cochin,20:30:00,01:35:00,305.0,1,No Info,6232
SpiceJet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170.0,0,No Info,4423
Air Asia,2019-04-03,Kolkata,Banglore,19:55:00,22:25:00,150.0,0,No Info,4107
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,18:15:00,1400.0,1,In-flight meal not included,10844
SpiceJet,2019-05-24,Kolkata,Banglore,22:20:00,00:40:00,140.0,0,No Info,3873
Air Asia,2019-06-24,Delhi,Cochin,20:45:00,06:35:00,590.0,1,No Info,6152
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,21:05:00,1480.0,1,No Info,14151
Multiple Carriers,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440.0,1,No Info,12524
IndiGo,2019-05-15,Kolkata,Banglore,21:25:00,00:05:00,160.0,0,No Info,4804
Air Asia,2019-05-15,Delhi,Cochin,07:55:00,13:25:00,330.0,1,No Info,6451
IndiGo,2019-05-18,Delhi,Cochin,07:35:00,22:30:00,895.0,1,No Info,7144
Jet Airways,2019-06-27,Delhi,Cochin,05:30:00,19:00:00,810.0,2,In-flight meal not included,11507
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,19:15:00,385.0,1,No Info,9526
Air India,2019-04-06,Banglore,Delhi,13:20:00,16:10:00,170.0,0,No Info,5176
Multiple Carriers,2019-05-21,Delhi,Cochin,10:35:00,19:15:00,520.0,1,No Info,7575
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,4030
SpiceJet,2019-03-09,Kolkata,Banglore,06:55:00,09:35:00,160.0,0,No Info,4622
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275.0,2,No Info,10651
Multiple Carriers,2019-06-01,Delhi,Cochin,08:00:00,19:15:00,675.0,1,No Info,16108
SpiceJet,2019-06-09,Kolkata,Banglore,11:35:00,18:50:00,435.0,1,No Info,8479
IndiGo,2019-03-27,Delhi,Cochin,05:05:00,10:05:00,300.0,1,No Info,6827
IndiGo,2019-06-15,Delhi,Cochin,21:50:00,03:35:00,345.0,1,No Info,6195
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,04:25:00,1380.0,2,In-flight meal not included,9254
IndiGo,2019-05-15,Delhi,Cochin,09:15:00,21:00:00,705.0,1,No Info,7503
SpiceJet,2019-03-18,Chennai,Kolkata,09:30:00,12:05:00,155.0,0,No Info,3859
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,00:45:00,1555.0,1,No Info,26890
SpiceJet,2019-04-24,Delhi,Cochin,15:45:00,22:05:00,380.0,1,No Info,5583
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,12:35:00,425.0,2,In-flight meal not included,13344
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,11:25:00,750.0,1,In-flight meal not included,11087
GoAir,2019-06-09,Kolkata,Banglore,23:30:00,07:45:00,495.0,1,No Info,6354
Air India,2019-06-18,Mumbai,Hyderabad,06:20:00,07:40:00,80.0,0,No Info,3100
Air India,2019-03-12,Mumbai,Hyderabad,06:00:00,11:55:00,1795.0,2,No Info,12854
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,07:40:00,530.0,1,No Info,26890
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,22:05:00,1745.0,1,No Info,14151
GoAir,2019-06-06,Delhi,Cochin,14:25:00,19:35:00,310.0,1,No Info,7870
IndiGo,2019-06-27,Kolkata,Banglore,20:25:00,23:10:00,165.0,0,No Info,4804
SpiceJet,2019-05-18,Banglore,Delhi,09:30:00,12:20:00,170.0,0,No check-in baggage included,4319
IndiGo,2019-03-06,Delhi,Cochin,08:25:00,15:30:00,425.0,1,No Info,14871
Jet Airways,2019-06-03,Delhi,Cochin,09:35:00,12:35:00,1620.0,2,No Info,13292
Air India,2019-06-12,Delhi,Cochin,07:00:00,19:15:00,735.0,1,No Info,8669
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,19:00:00,1005.0,1,In-flight meal not included,10262
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,14:25:00,1730.0,1,No Info,11467
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,22:35:00,510.0,1,In-flight meal not included,10844
Multiple Carriers,2019-06-24,Delhi,Cochin,14:00:00,21:00:00,420.0,1,No Info,13587
Jet Airways,2019-05-27,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,No Info,16079
GoAir,2019-03-24,Banglore,New Delhi,07:45:00,10:40:00,175.0,0,No Info,5048
Air India,2019-03-27,Chennai,Kolkata,11:40:00,13:55:00,135.0,0,No Info,3145
Air India,2019-05-12,Mumbai,Hyderabad,13:55:00,15:25:00,90.0,0,No Info,3100
IndiGo,2019-06-21,Banglore,Delhi,22:10:00,01:00:00,170.0,0,No Info,3943
Air India,2019-06-01,Delhi,Cochin,19:45:00,19:15:00,1410.0,2,No Info,10651
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,20:45:00,740.0,1,No Info,14571
IndiGo,2019-06-06,Kolkata,Banglore,08:10:00,13:00:00,290.0,1,No Info,5069
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,18:50:00,2245.0,2,No Info,18799
IndiGo,2019-06-21,Kolkata,Banglore,22:15:00,00:50:00,155.0,0,No Info,4804
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,23:00:00,365.0,1,No Info,13817
Multiple Carriers,2019-06-03,Delhi,Cochin,13:00:00,21:00:00,480.0,1,No Info,7408
